tid,attribute,correct_val
54,HospitalName,elba general hospital
54,Address1,987 drayton street
54,Address2,
54,Address3,
54,City,elba
54,State,al
54,ZipCode,36323
54,CountyName,coffee
54,PhoneNumber,3348972257
54,HospitalType,acute care hospitals
54,HospitalOwner,voluntary non-profit - other
54,EmergencyService,yes
54,Condition,heart attack
54,MeasureCode,ami-2
54,MeasureName,heart attack patients given aspirin at discharge
54,Score,
54,Sample,
54,Stateavg,al_ami-2
55,ProviderNumber,10027
55,HospitalName,elba general hospital
55,Address1,987 drayton street
55,Address2,
55,Address3,
55,City,elba
55,State,al
55,ZipCode,36323
55,CountyName,coffee
55,PhoneNumber,3348972257
55,HospitalType,acute care hospitals
55,HospitalOwner,voluntary non-profit - other
55,EmergencyService,yes
55,Condition,heart failure
55,MeasureCode,hf-1
55,MeasureName,heart failure patients given discharge instructions
55,Score,100%
55,Sample,2 patients
55,Stateavg,al_hf-1
56,ProviderNumber,10029
56,HospitalName,east alabama medical center and snf
56,Address1,2000 pepperell parkway
56,Address2,
56,Address3,
56,City,opelika
56,State,al
56,ZipCode,36801
56,CountyName,lee
56,PhoneNumber,3347493411
56,HospitalType,acute care hospitals
56,HospitalOwner,government - hospital district or authority
56,EmergencyService,yes
56,Condition,surgical infection prevention
56,MeasureCode,scip-inf-1
56,MeasureName,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
56,Score,99%
56,Sample,1001 patients
56,Stateavg,al_scip-inf-1
57,ProviderNumber,10029
57,HospitalName,east alabama medical center and snf
57,Address1,2000 pepperell parkway
57,Address2,
57,Address3,
57,City,opelika
57,State,al
57,ZipCode,36801
57,CountyName,lee
57,PhoneNumber,3347493411
57,HospitalType,acute care hospitals
57,HospitalOwner,government - hospital district or authority
57,EmergencyService,yes
57,Condition,surgical infection prevention
57,MeasureCode,scip-inf-2
57,MeasureName,surgery patients who were given the  right kind  of antibiotic to help prevent infection
57,Score,99%
57,Sample,1016 patients
57,Stateavg,al_scip-inf-2
58,ProviderNumber,10029
58,HospitalName,east alabama medical center and snf
58,Address1,2000 pepperell parkway
58,Address2,
58,Address3,
58,City,opelika
58,State,al
58,ZipCode,36801
58,CountyName,lee
58,PhoneNumber,3347493411
58,HospitalType,acute care hospitals
58,HospitalOwner,government - hospital district or authority
58,EmergencyService,yes
58,Condition,surgical infection prevention
58,MeasureCode,scip-vte-1
58,MeasureName,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
58,Score,92%
58,Sample,473 patients
58,Stateavg,al_scip-vte-1
59,ProviderNumber,10032
59,HospitalName,wedowee hospital
59,Address1,209 north main street
59,Address2,
59,Address3,
59,City,wedowee
59,State,al
59,ZipCode,36278
59,CountyName,randolph
59,PhoneNumber,2563572111
59,HospitalType,acute care hospitals
59,HospitalOwner,government - local
59,EmergencyService,no
59,Condition,heart attack
59,MeasureCode,ami-2
59,MeasureName,heart attack patients given aspirin at discharge
59,Score,67%
59,Sample,3 patients
59,Stateavg,al_ami-2
60,ProviderNumber,10032
60,HospitalName,wedowee hospital
60,Address1,209 north main street
60,Address2,
60,Address3,
60,City,wedowee
60,State,al
60,ZipCode,36278
60,CountyName,randolph
60,PhoneNumber,2563572111
60,HospitalType,acute care hospitals
60,HospitalOwner,government - local
60,EmergencyService,no
60,Condition,heart failure
60,MeasureCode,hf-3
60,MeasureName,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)
60,Score,25%
60,Sample,4 patients
60,Stateavg,al_hf-3
61,ProviderNumber,10032
61,HospitalName,wedowee hospital
61,Address1,209 north main street
61,Address2,
61,Address3,
61,City,wedowee
61,State,al
61,ZipCode,36278
61,CountyName,randolph
61,PhoneNumber,2563572111
61,HospitalType,acute care hospitals
61,HospitalOwner,government - local
61,EmergencyService,no
61,Condition,surgical infection prevention
61,MeasureCode,scip-inf-3
61,MeasureName,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
61,Score,
61,Sample,
61,Stateavg,al_scip-inf-3
62,ProviderNumber,10032
62,HospitalName,wedowee hospital
62,Address1,209 north main street
62,Address2,
62,Address3,
62,City,wedowee
62,State,al
62,ZipCode,36278
62,CountyName,randolph
62,PhoneNumber,2563572111
62,HospitalType,acute care hospitals
62,HospitalOwner,government - local
62,EmergencyService,no
62,Condition,surgical infection prevention
62,MeasureCode,scip-inf-4
62,MeasureName,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
62,Score,
62,Sample,
62,Stateavg,al_scip-inf-4
63,ProviderNumber,10033
63,HospitalName,university of alabama hospital
63,Address1,619 south 19th street
63,Address2,
63,Address3,
63,City,birmingham
63,State,al
63,ZipCode,35233
63,CountyName,jefferson
63,PhoneNumber,2059344011
63,HospitalType,acute care hospitals
63,HospitalOwner,government - state
63,EmergencyService,yes
63,Condition,surgical infection prevention
63,MeasureCode,scip-inf-2
63,MeasureName,surgery patients who were given the  right kind  of antibiotic to help prevent infection
63,Score,95%
63,Sample,350 patients
63,Stateavg,al_scip-inf-2
64,ProviderNumber,10034
64,HospitalName,community hospital inc
64,Address1,805 friendship road
64,Address2,
64,Address3,
64,City,tallassee
64,State,al
64,ZipCode,36078
64,CountyName,elmore
64,PhoneNumber,3342836541
64,HospitalType,acute care hospitals
64,HospitalOwner,voluntary non-profit - private
64,EmergencyService,no
64,Condition,surgical infection prevention
64,MeasureCode,scip-card-2
64,MeasureName,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery
64,Score,100%
64,Sample,3 patients
64,Stateavg,al_scip-card-2
65,ProviderNumber,10034
65,HospitalName,community hospital inc
65,Address1,805 friendship road
65,Address2,
65,Address3,
65,City,tallassee
65,State,al
65,ZipCode,36078
65,CountyName,elmore
65,PhoneNumber,3342836541
65,HospitalType,acute care hospitals
65,HospitalOwner,voluntary non-profit - private
65,EmergencyService,no
65,Condition,surgical infection prevention
65,MeasureCode,scip-inf-3
65,MeasureName,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
65,Score,100%
65,Sample,9 patients
65,Stateavg,al_scip-inf-3
66,ProviderNumber,10035
66,HospitalName,cullman regional medical center
66,Address1,1912 alabama highway 157
66,Address2,
66,Address3,
66,City,cullman
66,State,al
66,ZipCode,35058
66,CountyName,cullman
66,PhoneNumber,2567372000
66,HospitalType,acute care hospitals
66,HospitalOwner,government - hospital district or authority
66,EmergencyService,yes
66,Condition,pneumonia
66,MeasureCode,pn-6
66,MeasureName,pneumonia patients given the most appropriate initial antibiotic(s)
66,Score,98%
66,Sample,136 patients
66,Stateavg,al_pn-6
67,ProviderNumber,10035
67,HospitalName,cullman regional medical center
67,Address1,1912 alabama highway 157
67,Address2,
67,Address3,
67,City,cullman
67,State,al
67,ZipCode,35058
67,CountyName,cullman
67,PhoneNumber,2567372000
67,HospitalType,acute care hospitals
67,HospitalOwner,government - hospital district or authority
67,EmergencyService,yes
67,Condition,surgical infection prevention
67,MeasureCode,scip-inf-1
67,MeasureName,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
67,Score,99%
67,Sample,411 patients
67,Stateavg,al_scip-inf-1
68,ProviderNumber,10035
68,HospitalName,cullman regional medical center
68,Address1,1912 alabama highway 157
68,Address2,
68,Address3,
68,City,cullman
68,State,al
68,ZipCode,35058
68,CountyName,cullman
68,PhoneNumber,2567372000
68,HospitalType,acute care hospitals
68,HospitalOwner,government - hospital district or authority
68,EmergencyService,yes
68,Condition,surgical infection prevention
68,MeasureCode,scip-vte-1
68,MeasureName,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
68,Score,95%
68,Sample,298 patients
68,Stateavg,al_scip-vte-1
69,ProviderNumber,10036
69,HospitalName,andalusia regional hospital
69,Address1,849 south three notch street
69,Address2,
69,Address3,
69,City,andalusia
69,State,al
69,ZipCode,36420
69,CountyName,covington
69,PhoneNumber,3342228466
69,HospitalType,acute care hospitals
69,HospitalOwner,proprietary
69,EmergencyService,no
69,Condition,heart attack
69,MeasureCode,ami-1
69,MeasureName,heart attack patients given aspirin at arrival
69,Score,100%
69,Sample,8 patients
69,Stateavg,al_ami-1
70,ProviderNumber,10036
70,HospitalName,andalusia regional hospital
70,Address1,849 south three notch street
70,Address2,
70,Address3,
70,City,andalusia
70,State,al
70,ZipCode,36420
70,CountyName,covington
70,PhoneNumber,3342228466
70,HospitalType,acute care hospitals
70,HospitalOwner,proprietary
70,EmergencyService,no
70,Condition,heart attack
70,MeasureCode,ami-4
70,MeasureName,heart attack patients given smoking cessation advice/counseling
70,Score,
70,Sample,0 patients
70,Stateavg,al_ami-4
71,ProviderNumber,10036
71,HospitalName,andalusia regional hospital
71,Address1,849 south three notch street
71,Address2,
71,Address3,
71,City,andalusia
71,State,al
71,ZipCode,36420
71,CountyName,covington
71,PhoneNumber,3342228466
71,HospitalType,acute care hospitals
71,HospitalOwner,proprietary
71,EmergencyService,no
71,Condition,heart failure
71,MeasureCode,hf-3
71,MeasureName,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)
71,Score,86%
71,Sample,21 patients
71,Stateavg,al_hf-3
72,ProviderNumber,10036
72,HospitalName,andalusia regional hospital
72,Address1,849 south three notch street
72,Address2,
72,Address3,
72,City,andalusia
72,State,al
72,ZipCode,36420
72,CountyName,covington
72,PhoneNumber,3342228466
72,HospitalType,acute care hospitals
72,HospitalOwner,proprietary
72,EmergencyService,no
72,Condition,pneumonia
72,MeasureCode,pn-7
72,MeasureName,pneumonia patients assessed and given influenza vaccination
72,Score,92%
72,Sample,52 patients
72,Stateavg,al_pn-7
73,ProviderNumber,10036
73,HospitalName,andalusia regional hospital
73,Address1,849 south three notch street
73,Address2,
73,Address3,
73,City,andalusia
73,State,al
73,ZipCode,36420
73,CountyName,covington
73,PhoneNumber,3342228466
73,HospitalType,acute care hospitals
73,HospitalOwner,proprietary
73,EmergencyService,no
73,Condition,surgical infection prevention
73,MeasureCode,scip-vte-1
73,MeasureName,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
73,Score,80%
73,Sample,66 patients
73,Stateavg,al_scip-vte-1
74,ProviderNumber,10038
74,HospitalName,stringfellow memorial hospital
74,Address1,301 east 18th st
74,Address2,
74,Address3,
74,City,anniston
74,State,al
74,ZipCode,36201
74,CountyName,calhoun
74,PhoneNumber,2562358900
74,HospitalType,acute care hospitals
74,HospitalOwner,proprietary
74,EmergencyService,yes
74,Condition,children s asthma care
74,MeasureCode,cac-1
74,MeasureName,children who received reliever medication while hospitalized for asthma
74,Score,100%
74,Sample,9 patients
74,Stateavg,al_cac-1
75,ProviderNumber,10038
75,HospitalName,stringfellow memorial hospital
75,Address1,301 east 18th st
75,Address2,
75,Address3,
75,City,anniston
75,State,al
75,ZipCode,36201
75,CountyName,calhoun
75,PhoneNumber,2562358900
75,HospitalType,acute care hospitals
75,HospitalOwner,proprietary
75,EmergencyService,yes
75,Condition,surgical infection prevention
75,MeasureCode,scip-vte-1
75,MeasureName,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
75,Score,90%
75,Sample,117 patients
75,Stateavg,al_scip-vte-1
76,ProviderNumber,10039
76,HospitalName,huntsville hospital
76,Address1,101 sivley rd
76,Address2,
76,Address3,
76,City,huntsville
76,State,al
76,ZipCode,35801
76,CountyName,madison
76,PhoneNumber,2562651000
76,HospitalType,acute care hospitals
76,HospitalOwner,government - hospital district or authority
76,EmergencyService,yes
76,Condition,heart attack
76,MeasureCode,ami-2
76,MeasureName,heart attack patients given aspirin at discharge
76,Score,100%
76,Sample,323 patients
76,Stateavg,al_ami-2
77,ProviderNumber,10039
77,HospitalName,huntsville hospital
77,Address1,101 sivley rd
77,Address2,
77,Address3,
77,City,huntsville
77,State,al
77,ZipCode,35801
77,CountyName,madison
77,PhoneNumber,2562651000
77,HospitalType,acute care hospitals
77,HospitalOwner,government - hospital district or authority
77,EmergencyService,yes
77,Condition,heart attack
77,MeasureCode,ami-7a
77,MeasureName,heart attack patients given fibrinolytic medication within 30 minutes of arrival
77,Score,
77,Sample,0 patients
77,Stateavg,al_ami-7a
78,ProviderNumber,10039
78,HospitalName,huntsville hospital
78,Address1,101 sivley rd
78,Address2,
78,Address3,
78,City,huntsville
78,State,al
78,ZipCode,35801
78,CountyName,madison
78,PhoneNumber,2562651000
78,HospitalType,acute care hospitals
78,HospitalOwner,government - hospital district or authority
78,EmergencyService,yes
78,Condition,pneumonia
78,MeasureCode,pn-2
78,MeasureName,pneumonia patients assessed and given pneumococcal vaccination
78,Score,96%
78,Sample,509 patients
78,Stateavg,al_pn-2
79,ProviderNumber,10039
79,HospitalName,huntsville hospital
79,Address1,101 sivley rd
79,Address2,
79,Address3,
79,City,huntsville
79,State,al
79,ZipCode,35801
79,CountyName,madison
79,PhoneNumber,2562651000
79,HospitalType,acute care hospitals
79,HospitalOwner,government - hospital district or authority
79,EmergencyService,yes
79,Condition,surgical infection prevention
79,MeasureCode,scip-vte-2
79,MeasureName,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
79,Score,90%
79,Sample,269 patients
79,Stateavg,al_scip-vte-2
80,ProviderNumber,10040
80,HospitalName,gadsden regional medical center
80,Address1,1007 goodyear avenue
80,Address2,
80,Address3,
80,City,gadsden
80,State,al
80,ZipCode,35903
80,CountyName,etowah
80,PhoneNumber,2564944000
80,HospitalType,acute care hospitals
80,HospitalOwner,proprietary
80,EmergencyService,yes
80,Condition,pneumonia
80,MeasureCode,pn-3b
80,MeasureName,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics
80,Score,96%
80,Sample,187 patients
80,Stateavg,al_pn-3b
81,ProviderNumber,10040
81,HospitalName,gadsden regional medical center
81,Address1,1007 goodyear avenue
81,Address2,
81,Address3,
81,City,gadsden
81,State,al
81,ZipCode,35903
81,CountyName,etowah
81,PhoneNumber,2564944000
81,HospitalType,acute care hospitals
81,HospitalOwner,proprietary
81,EmergencyService,yes
81,Condition,surgical infection prevention
81,MeasureCode,scip-card-2
81,MeasureName,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery
81,Score,91%
81,Sample,109 patients
81,Stateavg,al_scip-card-2
82,ProviderNumber,10040
82,HospitalName,gadsden regional medical center
82,Address1,1007 goodyear avenue
82,Address2,
82,Address3,
82,City,gadsden
82,State,al
82,ZipCode,35903
82,CountyName,etowah
82,PhoneNumber,2564944000
82,HospitalType,acute care hospitals
82,HospitalOwner,proprietary
82,EmergencyService,yes
82,Condition,surgical infection prevention
82,MeasureCode,scip-inf-1
82,MeasureName,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
82,Score,98%
82,Sample,557 patients
82,Stateavg,al_scip-inf-1
83,ProviderNumber,10043
83,HospitalName,chilton medical center
83,Address1,1010 lay dam road
83,Address2,
83,Address3,
83,City,clanton
83,State,al
83,ZipCode,35045
83,CountyName,chilton
83,PhoneNumber,2057552500
83,HospitalType,acute care hospitals
83,HospitalOwner,voluntary non-profit - private
83,EmergencyService,yes
83,Condition,heart attack
83,MeasureCode,ami-8a
83,MeasureName,heart attack patients given pci within 90 minutes of arrival
83,Score,
83,Sample,0 patients
83,Stateavg,al_ami-8a
84,ProviderNumber,10044
84,HospitalName,marion regional medical center
84,Address1,1256 military street south
84,Address2,
84,Address3,
84,City,hamilton
84,State,al
84,ZipCode,35570
84,CountyName,marion
84,PhoneNumber,2059216200
84,HospitalType,acute care hospitals
84,HospitalOwner,voluntary non-profit - private
84,EmergencyService,yes
84,Condition,pneumonia
84,MeasureCode,pn-5c
84,MeasureName,pneumonia patients given initial antibiotic(s) within 6 hours after arrival
84,Score,98%
84,Sample,121 patients
84,Stateavg,al_pn-5c
85,ProviderNumber,10044
85,HospitalName,marion regional medical center
85,Address1,1256 military street south
85,Address2,
85,Address3,
85,City,hamilton
85,State,al
85,ZipCode,35570
85,CountyName,marion
85,PhoneNumber,2059216200
85,HospitalType,acute care hospitals
85,HospitalOwner,voluntary non-profit - private
85,EmergencyService,yes
85,Condition,surgical infection prevention
85,MeasureCode,scip-inf-2
85,MeasureName,surgery patients who were given the  right kind  of antibiotic to help prevent infection
85,Score,87%
85,Sample,15 patients
85,Stateavg,al_scip-inf-2
86,ProviderNumber,10044
86,HospitalName,marion regional medical center
86,Address1,1256 military street south
86,Address2,
86,Address3,
86,City,hamilton
86,State,al
86,ZipCode,35570
86,CountyName,marion
86,PhoneNumber,2059216200
86,HospitalType,acute care hospitals
86,HospitalOwner,voluntary non-profit - private
86,EmergencyService,yes
86,Condition,surgical infection prevention
86,MeasureCode,scip-vte-1
86,MeasureName,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
86,Score,100%
86,Sample,4 patients
86,Stateavg,al_scip-vte-1
87,ProviderNumber,10045
87,HospitalName,fayette medical center
87,Address1,1653 temple avenue north
87,Address2,
87,Address3,
87,City,fayette
87,State,al
87,ZipCode,35555
87,CountyName,fayette
87,PhoneNumber,2059325966
87,HospitalType,acute care hospitals
87,HospitalOwner,voluntary non-profit - other
87,EmergencyService,yes
87,Condition,heart attack
87,MeasureCode,ami-1
87,MeasureName,heart attack patients given aspirin at arrival
87,Score,100%
87,Sample,18 patients
87,Stateavg,al_ami-1
88,ProviderNumber,10045
88,HospitalName,fayette medical center
88,Address1,1653 temple avenue north
88,Address2,
88,Address3,
88,City,fayette
88,State,al
88,ZipCode,35555
88,CountyName,fayette
88,PhoneNumber,2059325966
88,HospitalType,acute care hospitals
88,HospitalOwner,voluntary non-profit - other
88,EmergencyService,yes
88,Condition,heart attack
88,MeasureCode,ami-7a
88,MeasureName,heart attack patients given fibrinolytic medication within 30 minutes of arrival
88,Score,
88,Sample,0 patients
88,Stateavg,al_ami-7a
89,ProviderNumber,10045
89,HospitalName,fayette medical center
89,Address1,1653 temple avenue north
89,Address2,
89,Address3,
89,City,fayette
89,State,al
89,ZipCode,35555
89,CountyName,fayette
89,PhoneNumber,2059325966
89,HospitalType,acute care hospitals
89,HospitalOwner,voluntary non-profit - other
89,EmergencyService,yes
89,Condition,heart attack
89,MeasureCode,ami-8a
89,MeasureName,heart attack patients given pci within 90 minutes of arrival
89,Score,
89,Sample,0 patients
89,Stateavg,al_ami-8a
90,ProviderNumber,10045
90,HospitalName,fayette medical center
90,Address1,1653 temple avenue north
90,Address2,
90,Address3,
90,City,fayette
90,State,al
90,ZipCode,35555
90,CountyName,fayette
90,PhoneNumber,2059325966
90,HospitalType,acute care hospitals
90,HospitalOwner,voluntary non-profit - other
90,EmergencyService,yes
90,Condition,pneumonia
90,MeasureCode,pn-2
90,MeasureName,pneumonia patients assessed and given pneumococcal vaccination
90,Score,85%
90,Sample,117 patients
90,Stateavg,al_pn-2
91,ProviderNumber,10045
91,HospitalName,fayette medical center
91,Address1,1653 temple avenue north
91,Address2,
91,Address3,
91,City,fayette
91,State,al
91,ZipCode,35555
91,CountyName,fayette
91,PhoneNumber,2059325966
91,HospitalType,acute care hospitals
91,HospitalOwner,voluntary non-profit - other
91,EmergencyService,yes
91,Condition,surgical infection prevention
91,MeasureCode,scip-inf-3
91,MeasureName,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
91,Score,
91,Sample,0 patients
91,Stateavg,al_scip-inf-3
92,ProviderNumber,10047
92,HospitalName,georgiana hospital
92,Address1,515 miranda st
92,Address2,
92,Address3,
92,City,georgiana
92,State,al
92,ZipCode,36033
92,CountyName,butler
92,PhoneNumber,3343762205
92,HospitalType,acute care hospitals
92,HospitalOwner,voluntary non-profit - private
92,EmergencyService,no
92,Condition,heart failure
92,MeasureCode,hf-1
92,MeasureName,heart failure patients given discharge instructions
92,Score,53%
92,Sample,51 patients
92,Stateavg,al_hf-1
93,ProviderNumber,10047
93,HospitalName,georgiana hospital
93,Address1,515 miranda st
93,Address2,
93,Address3,
93,City,georgiana
93,State,al
93,ZipCode,36033
93,CountyName,butler
93,PhoneNumber,3343762205
93,HospitalType,acute care hospitals
93,HospitalOwner,voluntary non-profit - private
93,EmergencyService,no
93,Condition,pneumonia
93,MeasureCode,pn-7
93,MeasureName,pneumonia patients assessed and given influenza vaccination
93,Score,65%
93,Sample,31 patients
93,Stateavg,al_pn-7
94,ProviderNumber,10049
94,HospitalName,medical center enterprise
94,Address1,400 n edwards street
94,Address2,
94,Address3,
94,City,enterprise
94,State,al
94,ZipCode,36330
94,CountyName,coffee
94,PhoneNumber,3343470584
94,HospitalType,acute care hospitals
94,HospitalOwner,proprietary
94,EmergencyService,yes
94,Condition,heart attack
94,MeasureCode,ami-7a
94,MeasureName,heart attack patients given fibrinolytic medication within 30 minutes of arrival
94,Score,
94,Sample,0 patients
94,Stateavg,al_ami-7a
95,ProviderNumber,10050
95,HospitalName,st vincents blount
95,Address1,150 gilbreath drive
95,Address2,
95,Address3,
95,City,oneonta
95,State,al
95,ZipCode,35121
95,CountyName,blount
95,PhoneNumber,2052743000
95,HospitalType,acute care hospitals
95,HospitalOwner,voluntary non-profit - private
95,EmergencyService,yes
95,Condition,heart failure
95,MeasureCode,hf-1
95,MeasureName,heart failure patients given discharge instructions
95,Score,50%
95,Sample,24 patients
95,Stateavg,al_hf-1
96,ProviderNumber,10050
96,HospitalName,st vincents blount
96,Address1,150 gilbreath drive
96,Address2,
96,Address3,
96,City,oneonta
96,State,al
96,ZipCode,35121
96,CountyName,blount
96,PhoneNumber,2052743000
96,HospitalType,acute care hospitals
96,HospitalOwner,voluntary non-profit - private
96,EmergencyService,yes
96,Condition,pneumonia
96,MeasureCode,pn-2
96,MeasureName,pneumonia patients assessed and given pneumococcal vaccination
96,Score,74%
96,Sample,92 patients
96,Stateavg,al_pn-2
97,ProviderNumber,10050
97,HospitalName,st vincents blount
97,Address1,150 gilbreath drive
97,Address2,
97,Address3,
97,City,oneonta
97,State,al
97,ZipCode,35121
97,CountyName,blount
97,PhoneNumber,2052743000
97,HospitalType,acute care hospitals
97,HospitalOwner,voluntary non-profit - private
97,EmergencyService,yes
97,Condition,pneumonia
97,MeasureCode,pn-6
97,MeasureName,pneumonia patients given the most appropriate initial antibiotic(s)
97,Score,77%
97,Sample,74 patients
97,Stateavg,al_pn-6
98,ProviderNumber,10050
98,HospitalName,st vincents blount
98,Address1,150 gilbreath drive
98,Address2,
98,Address3,
98,City,oneonta
98,State,al
98,ZipCode,35121
98,CountyName,blount
98,PhoneNumber,2052743000
98,HospitalType,acute care hospitals
98,HospitalOwner,voluntary non-profit - private
98,EmergencyService,yes
98,Condition,surgical infection prevention
98,MeasureCode,scip-card-2
98,MeasureName,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery
98,Score,25%
98,Sample,8 patients
98,Stateavg,al_scip-card-2
99,ProviderNumber,10050
99,HospitalName,st vincents blount
99,Address1,150 gilbreath drive
99,Address2,
99,Address3,
99,City,oneonta
99,State,al
99,ZipCode,35121
99,CountyName,blount
99,PhoneNumber,2052743000
99,HospitalType,acute care hospitals
99,HospitalOwner,voluntary non-profit - private
99,EmergencyService,yes
99,Condition,surgical infection prevention
99,MeasureCode,scip-inf-2
99,MeasureName,surgery patients who were given the  right kind  of antibiotic to help prevent infection
99,Score,88%
99,Sample,25 patients
99,Stateavg,al_scip-inf-2
