Age,Workclass,Education,Maritalstatus,Occupation,Relationship,Race,Sex,HoursPerWeek,Country,Income
22-30,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,LessThan50K
>50,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,MoreThan50K
31-50,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,72,Mexico,LessThan50K
>50,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,65,United-States,MoreThan50K
31-50,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,38,United-States,LessThan50K
31-50,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,Female,50,United-States,MoreThan50K
31-50,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,Black,Male,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Farming-fishing,Own-child,Black,Male,10,United-States,LessThan50K
31-50,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,36,United-States,LessThan50K
31-50,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,LessThan50K
22-30,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,MoreThan50K
31-50,State-gov,Bachelors,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,LessThan50K
22-30,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,42,United-States,MoreThan50K
22-30,Private,Assoc-acdm,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,25,United-States,LessThan50K
31-50,Private,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,45,?,LessThan50K
31-50,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Sales,Own-child,White,Female,30,United-States,LessThan50K
>50,Private,5th-6th,Separated,Machine-op-inspct,Other-relative,White,Female,40,Ecuador,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,40,Germany,LessThan50K
>50,Private,7th-8th,Widowed,Protective-serv,Not-in-family,White,Male,30,United-States,LessThan50K
22-30,Private,HS-grad,Separated,Exec-managerial,Unmarried,White,Female,42,United-States,LessThan50K
>50,Local-gov,HS-grad,Widowed,Adm-clerical,Unmarried,White,Female,25,United-States,LessThan50K
31-50,Private,HS-grad,Divorced,Farming-fishing,Unmarried,Black,Female,39,United-States,LessThan50K
31-50,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,MoreThan50K
<18,Private,11th,Never-married,Sales,Own-child,White,Female,15,United-States,LessThan50K
31-50,Federal-gov,HS-grad,Never-married,Exec-managerial,Not-in-family,Black,Female,40,United-States,LessThan50K
>50,Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,LessThan50K
>50,Federal-gov,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,United-States,MoreThan50K
<18,Private,11th,Never-married,Sales,Own-child,White,Female,18-21,United-States,LessThan50K
22-30,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,70,United-States,LessThan50K
22-30,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Federal-gov,Some-college,Divorced,Exec-managerial,Unmarried,Black,Female,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Transport-moving,Unmarried,White,Male,55,United-States,LessThan50K
22-30,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,50,United-States,MoreThan50K
31-50,Private,HS-grad,Never-married,Exec-managerial,Unmarried,White,Female,18-21,England,LessThan50K
>50,Private,Some-college,Widowed,Sales,Not-in-family,White,Female,40,United-States,LessThan50K
>50,Self-emp-not-inc,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Bachelors,Never-married,Machine-op-inspct,Not-in-family,White,Male,15,United-States,LessThan50K
>50,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,MoreThan50K
22-30,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,LessThan50K
31-50,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,MoreThan50K
31-50,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Wife,Black,Female,40,United-States,MoreThan50K
22-30,?,Some-college,Never-married,?,Own-child,White,Male,40,United-States,LessThan50K
>50,Federal-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,Some-college,Married-civ-spouse,Sales,Wife,White,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Divorced,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,40,United-States,MoreThan50K
>50,Self-emp-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,MoreThan50K
22-30,Private,HS-grad,Never-married,Craft-repair,Unmarried,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,LessThan50K
31-50,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,37,United-States,MoreThan50K
22-30,Private,Some-college,Separated,Adm-clerical,Not-in-family,White,Female,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,40,United-States,LessThan50K
31-50,Private,Bachelors,Divorced,Sales,Other-relative,Black,Male,40,United-States,LessThan50K
31-50,Self-emp-inc,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Separated,Machine-op-inspct,Not-in-family,Black,Male,50,United-States,LessThan50K
31-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,United-States,MoreThan50K
22-30,Private,Some-college,Never-married,Other-service,Not-in-family,Black,Male,14,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,MoreThan50K
>50,Private,5th-6th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,7th-8th,Married-civ-spouse,Sales,Other-relative,White,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,80,United-States,MoreThan50K
31-50,Private,Bachelors,Married-civ-spouse,Other-service,Wife,White,Female,32,United-States,LessThan50K
31-50,Private,11th,Never-married,Transport-moving,Unmarried,White,Male,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,LessThan50K
>50,Private,HS-grad,Separated,Craft-repair,Not-in-family,White,Male,35,United-States,LessThan50K
18-21,Private,Some-college,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,18-21,United-States,LessThan50K
31-50,Private,Some-college,Never-married,Exec-managerial,Unmarried,White,Male,60,United-States,LessThan50K
22-30,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,40,United-States,LessThan50K
>50,Private,11th,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,LessThan50K
22-30,Private,HS-grad,Separated,Craft-repair,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,LessThan50K
>50,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,18-21,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,45,El-Salvador,LessThan50K
31-50,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,60,United-States,LessThan50K
>50,Self-emp-not-inc,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Sales,Own-child,White,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,40,United-States,LessThan50K
31-50,Private,Some-college,Divorced,Tech-support,Not-in-family,White,Female,36,United-States,LessThan50K
31-50,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,50,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,60,United-States,LessThan50K
>50,Private,12th,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,MoreThan50K
22-30,Private,10th,Never-married,Machine-op-inspct,Unmarried,White,Female,40,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,57,United-States,MoreThan50K
31-50,Private,Bachelors,Divorced,Craft-repair,Not-in-family,White,Male,50,United-States,LessThan50K
22-30,Private,Some-college,Married-civ-spouse,Sales,Husband,Black,Male,45,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,LessThan50K
31-50,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,MoreThan50K
>50,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,LessThan50K
31-50,Private,Some-college,Divorced,Tech-support,Unmarried,White,Female,30,United-States,LessThan50K
31-50,Private,Masters,Divorced,Transport-moving,Not-in-family,White,Male,48,United-States,MoreThan50K
<18,Private,10th,Never-married,Other-service,Own-child,White,Male,25,United-States,LessThan50K
>50,Private,5th-6th,Never-married,Handlers-cleaners,Not-in-family,Black,Male,40,United-States,LessThan50K
18-21,Private,11th,Never-married,Other-service,Own-child,White,Female,10,United-States,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,MoreThan50K
31-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,LessThan50K
31-50,Private,12th,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,LessThan50K
31-50,Private,11th,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,Assoc-acdm,Never-married,Transport-moving,Own-child,White,Male,60,United-States,LessThan50K
22-30,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,?,LessThan50K
22-30,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,LessThan50K
>50,Private,HS-grad,Separated,Sales,Not-in-family,White,Female,33,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,LessThan50K
>50,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,India,LessThan50K
22-30,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,MoreThan50K
>50,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,Some-college,Never-married,Adm-clerical,Unmarried,Black,Female,35,United-States,LessThan50K
31-50,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,LessThan50K
22-30,?,Some-college,Never-married,?,Own-child,White,Female,8,United-States,LessThan50K
22-30,Private,Assoc-acdm,Never-married,Handlers-cleaners,Not-in-family,White,Male,45,United-States,LessThan50K
22-30,Private,Some-college,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,35,United-States,LessThan50K
31-50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,77,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Adm-clerical,Own-child,Other,Male,25,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,MoreThan50K
22-30,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,MoreThan50K
>50,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,5,United-States,LessThan50K
31-50,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Self-emp-not-inc,HS-grad,Divorced,Sales,Not-in-family,White,Male,50,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Puerto-Rico,LessThan50K
22-30,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,Bachelors,Widowed,Exec-managerial,Unmarried,White,Male,18-21,United-States,LessThan50K
22-30,Private,Assoc-acdm,Never-married,Prof-specialty,Own-child,White,Male,40,France,LessThan50K
18-21,Private,Assoc-acdm,Never-married,Other-service,Not-in-family,Black,Male,35,Jamaica,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,Trinadad&Tobago,LessThan50K
>50,State-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,LessThan50K
22-30,Private,Some-college,Married-spouse-absent,Sales,Unmarried,Other,Female,30,Ecuador,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,MoreThan50K
18-21,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,35,United-States,LessThan50K
31-50,Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Male,40,?,LessThan50K
22-30,Private,HS-grad,Married-civ-spouse,Craft-repair,Own-child,White,Male,40,United-States,LessThan50K
>50,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,38,United-States,MoreThan50K
31-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,LessThan50K
31-50,Private,Some-college,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,LessThan50K
31-50,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Wife,White,Female,55,United-States,MoreThan50K
22-30,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,MoreThan50K
31-50,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Other-relative,White,Female,40,United-States,LessThan50K
>50,State-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,40,United-States,MoreThan50K
31-50,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,MoreThan50K
18-21,Private,Assoc-voc,Never-married,Other-service,Own-child,White,Female,44,United-States,LessThan50K
31-50,Private,Some-college,Divorced,Machine-op-inspct,Unmarried,White,Female,40,United-States,LessThan50K
>50,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,White,Male,40,United-States,LessThan50K
>50,Private,HS-grad,Divorced,Protective-serv,Not-in-family,White,Male,18-21,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,MoreThan50K
31-50,Private,HS-grad,Separated,Prof-specialty,Other-relative,Black,Female,40,United-States,LessThan50K
22-30,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,18-21,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Exec-managerial,Other-relative,White,Male,40,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,LessThan50K
>50,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,38,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Exec-managerial,Other-relative,Black,Female,40,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,MoreThan50K
18-21,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Female,23,United-States,LessThan50K
22-30,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,Assoc-voc,Never-married,Tech-support,Own-child,White,Female,36,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,MoreThan50K
31-50,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,MoreThan50K
31-50,?,HS-grad,Married-civ-spouse,?,Wife,Black,Female,45,United-States,LessThan50K
22-30,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,55,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,Black,Female,40,United-States,MoreThan50K
18-21,Private,11th,Never-married,Other-service,Own-child,White,Male,12,United-States,LessThan50K
>50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,MoreThan50K
22-30,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,15,United-States,LessThan50K
31-50,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Poland,LessThan50K
31-50,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,50,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,45,United-States,LessThan50K
>50,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,42,United-States,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,10th,Divorced,Other-service,Not-in-family,White,Female,60,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,Own-child,White,Male,18-21,United-States,LessThan50K
22-30,Private,HS-grad,Separated,Adm-clerical,Other-relative,White,Male,46,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,55,United-States,LessThan50K
>50,Private,HS-grad,Widowed,Priv-house-serv,Unmarried,White,Female,18-21,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,LessThan50K
31-50,Federal-gov,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,LessThan50K
>50,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,45,United-States,LessThan50K
22-30,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,LessThan50K
22-30,Private,10th,Married-AF-spouse,Other-service,Wife,White,Female,40,United-States,LessThan50K
22-30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
<18,Private,11th,Never-married,Other-service,Own-child,White,Male,10,United-States,LessThan50K
31-50,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Bachelors,Separated,Prof-specialty,Not-in-family,White,Male,50,United-States,MoreThan50K
31-50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,MoreThan50K
18-21,Private,HS-grad,Never-married,Sales,Own-child,White,Female,8,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Female,40,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,Some-college,Divorced,Sales,Unmarried,White,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,24,United-States,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,LessThan50K
31-50,Private,Assoc-acdm,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,LessThan50K
22-30,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,MoreThan50K
31-50,Private,Assoc-acdm,Married-spouse-absent,Adm-clerical,Other-relative,White,Male,60,United-States,LessThan50K
>50,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,LessThan50K
22-30,?,Some-college,Never-married,?,Own-child,Black,Male,40,United-States,LessThan50K
31-50,Local-gov,Assoc-voc,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,LessThan50K
>50,Private,5th-6th,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,40,United-States,LessThan50K
31-50,Self-emp-inc,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,MoreThan50K
22-30,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,40,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,Germany,MoreThan50K
31-50,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,48,United-States,LessThan50K
>50,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,LessThan50K
31-50,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Other,Male,40,United-States,MoreThan50K
22-30,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,Black,Male,40,Jamaica,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,MoreThan50K
31-50,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,LessThan50K
31-50,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,65,Hong,MoreThan50K
31-50,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,LessThan50K
22-30,Local-gov,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,10,?,LessThan50K
22-30,Self-emp-not-inc,Some-college,Never-married,Prof-specialty,Own-child,White,Male,30,United-States,LessThan50K
31-50,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Female,43,United-States,LessThan50K
31-50,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,MoreThan50K
>50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,18-21,United-States,LessThan50K
31-50,Private,11th,Never-married,Prof-specialty,Unmarried,White,Female,30,Puerto-Rico,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
18-21,Private,12th,Never-married,Machine-op-inspct,Own-child,White,Male,30,United-States,LessThan50K
22-30,?,HS-grad,Married-civ-spouse,?,Wife,White,Female,25,United-States,LessThan50K
31-50,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,LessThan50K
>50,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,MoreThan50K
31-50,Local-gov,Some-college,Divorced,Handlers-cleaners,Not-in-family,White,Male,50,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,43,United-States,LessThan50K
31-50,Self-emp-inc,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,MoreThan50K
22-30,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,45,United-States,LessThan50K
22-30,Private,HS-grad,Divorced,Other-service,Unmarried,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,LessThan50K
31-50,Private,Bachelors,Never-married,Sales,Other-relative,White,Male,32,United-States,LessThan50K
31-50,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,MoreThan50K
31-50,State-gov,HS-grad,Divorced,Protective-serv,Unmarried,White,Female,40,United-States,LessThan50K
31-50,Private,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,10th,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,LessThan50K
<18,Private,10th,Never-married,Sales,Own-child,White,Female,15,United-States,LessThan50K
>50,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,Vietnam,LessThan50K
31-50,Private,11th,Never-married,Craft-repair,Not-in-family,Black,Male,40,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,MoreThan50K
31-50,Local-gov,Masters,Widowed,Prof-specialty,Not-in-family,White,Female,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,35,United-States,LessThan50K
>50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,75,United-States,LessThan50K
31-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,LessThan50K
31-50,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,LessThan50K
>50,Private,Bachelors,Divorced,Prof-specialty,Unmarried,White,Male,40,Canada,MoreThan50K
