tid,attribute,correct_val
125,City,luverne
125,State,al
125,ZipCode,36049
125,CountyName,crenshaw
125,PhoneNumber,3343353374
125,HospitalType,acute care hospitals
125,HospitalOwner,government - federal
125,EmergencyService,yes
125,Condition,heart attack
125,MeasureCode,ami-8a
125,MeasureName,heart attack patients given pci within 90 minutes of arrival
125,Score,
125,Sample,0 patients
125,Stateavg,al_ami-8a
126,ProviderNumber,10008
126,HospitalName,crenshaw community hospital
126,Address1,101 hospital circle
126,Address2,
126,Address3,
126,City,luverne
126,State,al
126,ZipCode,36049
126,CountyName,crenshaw
126,PhoneNumber,3343353374
126,HospitalType,acute care hospitals
126,HospitalOwner,government - federal
126,EmergencyService,yes
126,Condition,heart failure
126,MeasureCode,hf-1
126,MeasureName,heart failure patients given discharge instructions
126,Score,4%
126,Sample,26 patients
126,Stateavg,al_hf-1
127,ProviderNumber,10008
127,HospitalName,crenshaw community hospital
127,Address1,101 hospital circle
127,Address2,
127,Address3,
127,City,luverne
127,State,al
127,ZipCode,36049
127,CountyName,crenshaw
127,PhoneNumber,3343353374
127,HospitalType,acute care hospitals
127,HospitalOwner,government - federal
127,EmergencyService,yes
127,Condition,heart failure
127,MeasureCode,hf-2
127,MeasureName,heart failure patients given an evaluation of left ventricular systolic (lvs) function
127,Score,72%
127,Sample,39 patients
127,Stateavg,al_hf-2
128,ProviderNumber,10008
128,HospitalName,crenshaw community hospital
128,Address1,101 hospital circle
128,Address2,
128,Address3,
128,City,luverne
128,State,al
128,ZipCode,36049
128,CountyName,crenshaw
128,PhoneNumber,3343353374
128,HospitalType,acute care hospitals
128,HospitalOwner,government - federal
128,EmergencyService,yes
128,Condition,heart failure
128,MeasureCode,hf-3
128,MeasureName,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)
128,Score,75%
128,Sample,8 patients
128,Stateavg,al_hf-3
129,ProviderNumber,10008
129,HospitalName,crenshaw community hospital
129,Address1,101 hospital circle
129,Address2,
129,Address3,
129,City,luverne
129,State,al
129,ZipCode,36049
129,CountyName,crenshaw
129,PhoneNumber,3343353374
129,HospitalType,acute care hospitals
129,HospitalOwner,government - federal
129,EmergencyService,yes
129,Condition,heart failure
129,MeasureCode,hf-4
129,MeasureName,heart failure patients given smoking cessation advice/counseling
129,Score,0%
129,Sample,5 patients
129,Stateavg,al_hf-4
130,ProviderNumber,10008
130,HospitalName,crenshaw community hospital
130,Address1,101 hospital circle
130,Address2,
130,Address3,
130,City,luverne
130,State,al
130,ZipCode,36049
130,CountyName,crenshaw
130,PhoneNumber,3343353374
130,HospitalType,acute care hospitals
130,HospitalOwner,government - federal
130,EmergencyService,yes
130,Condition,pneumonia
130,MeasureCode,pn-2
130,MeasureName,pneumonia patients assessed and given pneumococcal vaccination
130,Score,25%
130,Sample,16 patients
130,Stateavg,al_pn-2
131,ProviderNumber,10008
131,HospitalName,crenshaw community hospital
131,Address1,101 hospital circle
131,Address2,
131,Address3,
131,City,luverne
131,State,al
131,ZipCode,36049
131,CountyName,crenshaw
131,PhoneNumber,3343353374
131,HospitalType,acute care hospitals
131,HospitalOwner,government - federal
131,EmergencyService,yes
131,Condition,pneumonia
131,MeasureCode,pn-3b
131,MeasureName,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics
131,Score,93%
131,Sample,15 patients
131,Stateavg,al_pn-3b
132,ProviderNumber,10008
132,HospitalName,crenshaw community hospital
132,Address1,101 hospital circle
132,Address2,
132,Address3,
132,City,luverne
132,State,al
132,ZipCode,36049
132,CountyName,crenshaw
132,PhoneNumber,3343353374
132,HospitalType,acute care hospitals
132,HospitalOwner,government - federal
132,EmergencyService,yes
132,Condition,pneumonia
132,MeasureCode,pn-4
132,MeasureName,pneumonia patients given smoking cessation advice/counseling
132,Score,33%
132,Sample,9 patients
132,Stateavg,al_pn-4
133,ProviderNumber,10008
133,HospitalName,crenshaw community hospital
133,Address1,101 hospital circle
133,Address2,
133,Address3,
133,City,luverne
133,State,al
133,ZipCode,36049
133,CountyName,crenshaw
133,PhoneNumber,3343353374
133,HospitalType,acute care hospitals
133,HospitalOwner,government - federal
133,EmergencyService,yes
133,Condition,pneumonia
133,MeasureCode,pn-5c
133,MeasureName,pneumonia patients given initial antibiotic(s) within 6 hours after arrival
133,Score,95%
133,Sample,21 patients
133,Stateavg,al_pn-5c
134,ProviderNumber,10008
134,HospitalName,crenshaw community hospital
134,Address1,101 hospital circle
134,Address2,
134,Address3,
134,City,luverne
134,State,al
134,ZipCode,36049
134,CountyName,crenshaw
134,PhoneNumber,3343353374
134,HospitalType,acute care hospitals
134,HospitalOwner,government - federal
134,EmergencyService,yes
134,Condition,pneumonia
134,MeasureCode,pn-6
134,MeasureName,pneumonia patients given the most appropriate initial antibiotic(s)
134,Score,62%
134,Sample,21 patients
134,Stateavg,al_pn-6
135,ProviderNumber,10008
135,HospitalName,crenshaw community hospital
135,Address1,101 hospital circle
135,Address2,
135,Address3,
135,City,luverne
135,State,al
135,ZipCode,36049
135,CountyName,crenshaw
135,PhoneNumber,3343353374
135,HospitalType,acute care hospitals
135,HospitalOwner,government - federal
135,EmergencyService,yes
135,Condition,pneumonia
135,MeasureCode,pn-7
135,MeasureName,pneumonia patients assessed and given influenza vaccination
135,Score,47%
135,Sample,15 patients
135,Stateavg,al_pn-7
136,ProviderNumber,10008
136,HospitalName,crenshaw community hospital
136,Address1,101 hospital circle
136,Address2,
136,Address3,
136,City,luverne
136,State,al
136,ZipCode,36049
136,CountyName,crenshaw
136,PhoneNumber,3343353374
136,HospitalType,acute care hospitals
136,HospitalOwner,government - federal
136,EmergencyService,yes
136,Condition,surgical infection prevention
136,MeasureCode,scip-card-2
136,MeasureName,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery
136,Score,100%
136,Sample,1 patients
136,Stateavg,al_scip-card-2
137,ProviderNumber,10008
137,HospitalName,crenshaw community hospital
137,Address1,101 hospital circle
137,Address2,
137,Address3,
137,City,luverne
137,State,al
137,ZipCode,36049
137,CountyName,crenshaw
137,PhoneNumber,3343353374
137,HospitalType,acute care hospitals
137,HospitalOwner,government - federal
137,EmergencyService,yes
137,Condition,surgical infection prevention
137,MeasureCode,scip-inf-1
137,MeasureName,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
137,Score,100%
137,Sample,2 patients
137,Stateavg,al_scip-inf-1
138,ProviderNumber,10008
138,HospitalName,crenshaw community hospital
138,Address1,101 hospital circle
138,Address2,
138,Address3,
138,City,luverne
138,State,al
138,ZipCode,36049
138,CountyName,crenshaw
138,PhoneNumber,3343353374
138,HospitalType,acute care hospitals
138,HospitalOwner,government - federal
138,EmergencyService,yes
138,Condition,surgical infection prevention
138,MeasureCode,scip-inf-2
138,MeasureName,surgery patients who were given the  right kind  of antibiotic to help prevent infection
138,Score,100%
138,Sample,2 patients
138,Stateavg,al_scip-inf-2
139,ProviderNumber,10008
139,HospitalName,crenshaw community hospital
139,Address1,101 hospital circle
139,Address2,
139,Address3,
139,City,luverne
139,State,al
139,ZipCode,36049
139,CountyName,crenshaw
139,PhoneNumber,3343353374
139,HospitalType,acute care hospitals
139,HospitalOwner,government - federal
139,EmergencyService,yes
139,Condition,surgical infection prevention
139,MeasureCode,scip-inf-3
139,MeasureName,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
139,Score,100%
139,Sample,2 patients
139,Stateavg,al_scip-inf-3
140,ProviderNumber,10008
140,HospitalName,crenshaw community hospital
140,Address1,101 hospital circle
140,Address2,
140,Address3,
140,City,luverne
140,State,al
140,ZipCode,36049
140,CountyName,crenshaw
140,PhoneNumber,3343353374
140,HospitalType,acute care hospitals
140,HospitalOwner,government - federal
140,EmergencyService,yes
140,Condition,surgical infection prevention
140,MeasureCode,scip-inf-4
140,MeasureName,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
140,Score,
140,Sample,0 patients
140,Stateavg,al_scip-inf-4
141,ProviderNumber,10008
141,HospitalName,crenshaw community hospital
141,Address1,101 hospital circle
141,Address2,
141,Address3,
141,City,luverne
141,State,al
141,ZipCode,36049
141,CountyName,crenshaw
141,PhoneNumber,3343353374
141,HospitalType,acute care hospitals
141,HospitalOwner,government - federal
141,EmergencyService,yes
141,Condition,surgical infection prevention
141,MeasureCode,scip-inf-6
141,MeasureName,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)
141,Score,100%
141,Sample,4 patients
141,Stateavg,al_scip-inf-6
142,ProviderNumber,10008
142,HospitalName,crenshaw community hospital
142,Address1,101 hospital circle
142,Address2,
142,Address3,
142,City,luverne
142,State,al
142,ZipCode,36049
142,CountyName,crenshaw
142,PhoneNumber,3343353374
142,HospitalType,acute care hospitals
142,HospitalOwner,government - federal
142,EmergencyService,yes
142,Condition,surgical infection prevention
142,MeasureCode,scip-vte-1
142,MeasureName,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
142,Score,100%
142,Sample,4 patients
142,Stateavg,al_scip-vte-1
143,ProviderNumber,10008
143,HospitalName,crenshaw community hospital
143,Address1,101 hospital circle
143,Address2,
143,Address3,
143,City,luverne
143,State,al
143,ZipCode,36049
143,CountyName,crenshaw
143,PhoneNumber,3343353374
143,HospitalType,acute care hospitals
143,HospitalOwner,government - federal
143,EmergencyService,yes
143,Condition,surgical infection prevention
143,MeasureCode,scip-vte-2
143,MeasureName,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
143,Score,100%
143,Sample,4 patients
143,Stateavg,al_scip-vte-2
144,ProviderNumber,10009
144,HospitalName,hartselle medical center
144,Address1,201 pine street northwest
144,Address2,
144,Address3,
144,City,hartselle
144,State,al
144,ZipCode,35640
144,CountyName,morgan
144,PhoneNumber,2567736511
144,HospitalType,acute care hospitals
144,HospitalOwner,proprietary
144,EmergencyService,yes
144,Condition,heart attack
144,MeasureCode,ami-1
144,MeasureName,heart attack patients given aspirin at arrival
144,Score,100%
144,Sample,6 patients
144,Stateavg,al_ami-1
145,ProviderNumber,10009
145,HospitalName,hartselle medical center
145,Address1,201 pine street northwest
145,Address2,
145,Address3,
145,City,hartselle
145,State,al
145,ZipCode,35640
145,CountyName,morgan
145,PhoneNumber,2567736511
145,HospitalType,acute care hospitals
145,HospitalOwner,proprietary
145,EmergencyService,yes
145,Condition,heart attack
145,MeasureCode,ami-2
145,MeasureName,heart attack patients given aspirin at discharge
145,Score,100%
145,Sample,1 patients
145,Stateavg,al_ami-2
146,ProviderNumber,10009
146,HospitalName,hartselle medical center
146,Address1,201 pine street northwest
146,Address2,
146,Address3,
146,City,hartselle
146,State,al
146,ZipCode,35640
146,CountyName,morgan
146,PhoneNumber,2567736511
146,HospitalType,acute care hospitals
146,HospitalOwner,proprietary
146,EmergencyService,yes
146,Condition,heart attack
146,MeasureCode,ami-3
146,MeasureName,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)
146,Score,100%
146,Sample,1 patients
146,Stateavg,al_ami-3
147,ProviderNumber,10009
147,HospitalName,hartselle medical center
147,Address1,201 pine street northwest
147,Address2,
147,Address3,
147,City,hartselle
147,State,al
147,ZipCode,35640
147,CountyName,morgan
147,PhoneNumber,2567736511
147,HospitalType,acute care hospitals
147,HospitalOwner,proprietary
147,EmergencyService,yes
147,Condition,heart attack
147,MeasureCode,ami-4
147,MeasureName,heart attack patients given smoking cessation advice/counseling
147,Score,100%
147,Sample,2 patients
147,Stateavg,al_ami-4
148,ProviderNumber,10009
148,HospitalName,hartselle medical center
148,Address1,201 pine street northwest
148,Address2,
148,Address3,
148,City,hartselle
148,State,al
148,ZipCode,35640
148,CountyName,morgan
148,PhoneNumber,2567736511
148,HospitalType,acute care hospitals
148,HospitalOwner,proprietary
148,EmergencyService,yes
148,Condition,heart attack
148,MeasureCode,ami-5
148,MeasureName,heart attack patients given beta blocker at discharge
148,Score,100%
148,Sample,3 patients
148,Stateavg,al_ami-5
149,ProviderNumber,10009
149,HospitalName,hartselle medical center
149,Address1,201 pine street northwest
149,Address2,
149,Address3,
149,City,hartselle
149,State,al
149,ZipCode,35640
149,CountyName,morgan
149,PhoneNumber,2567736511
149,HospitalType,acute care hospitals
149,HospitalOwner,proprietary
149,EmergencyService,yes
149,Condition,heart attack
149,MeasureCode,ami-7a
149,MeasureName,heart attack patients given fibrinolytic medication within 30 minutes of arrival
149,Score,
149,Sample,0 patients
149,Stateavg,al_ami-7a
150,ProviderNumber,10009
150,HospitalName,hartselle medical center
150,Address1,201 pine street northwest
150,Address2,
150,Address3,
150,City,hartselle
150,State,al
150,ZipCode,35640
150,CountyName,morgan
150,PhoneNumber,2567736511
150,HospitalType,acute care hospitals
150,HospitalOwner,proprietary
150,EmergencyService,yes
150,Condition,heart attack
150,MeasureCode,ami-8a
150,MeasureName,heart attack patients given pci within 90 minutes of arrival
150,Score,
150,Sample,0 patients
150,Stateavg,al_ami-8a
151,ProviderNumber,10009
151,HospitalName,hartselle medical center
151,Address1,201 pine street northwest
151,Address2,
151,Address3,
151,City,hartselle
151,State,al
151,ZipCode,35640
151,CountyName,morgan
151,PhoneNumber,2567736511
151,HospitalType,acute care hospitals
151,HospitalOwner,proprietary
151,EmergencyService,yes
151,Condition,heart failure
151,MeasureCode,hf-1
151,MeasureName,heart failure patients given discharge instructions
151,Score,97%
151,Sample,35 patients
151,Stateavg,al_hf-1
152,ProviderNumber,10009
152,HospitalName,hartselle medical center
152,Address1,201 pine street northwest
152,Address2,
152,Address3,
152,City,hartselle
152,State,al
152,ZipCode,35640
152,CountyName,morgan
152,PhoneNumber,2567736511
152,HospitalType,acute care hospitals
152,HospitalOwner,proprietary
152,EmergencyService,yes
152,Condition,heart failure
152,MeasureCode,hf-2
152,MeasureName,heart failure patients given an evaluation of left ventricular systolic (lvs) function
152,Score,98%
152,Sample,42 patients
152,Stateavg,al_hf-2
153,ProviderNumber,10009
153,HospitalName,hartselle medical center
153,Address1,201 pine street northwest
153,Address2,
153,Address3,
153,City,hartselle
153,State,al
153,ZipCode,35640
153,CountyName,morgan
153,PhoneNumber,2567736511
153,HospitalType,acute care hospitals
153,HospitalOwner,proprietary
153,EmergencyService,yes
153,Condition,heart failure
153,MeasureCode,hf-3
153,MeasureName,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)
153,Score,100%
153,Sample,10 patients
153,Stateavg,al_hf-3
154,ProviderNumber,10009
154,HospitalName,hartselle medical center
154,Address1,201 pine street northwest
154,Address2,
154,Address3,
154,City,hartselle
154,State,al
154,ZipCode,35640
154,CountyName,morgan
154,PhoneNumber,2567736511
154,HospitalType,acute care hospitals
154,HospitalOwner,proprietary
154,EmergencyService,yes
154,Condition,heart failure
154,MeasureCode,hf-4
154,MeasureName,heart failure patients given smoking cessation advice/counseling
154,Score,100%
154,Sample,12 patients
154,Stateavg,al_hf-4
155,ProviderNumber,10009
155,HospitalName,hartselle medical center
155,Address1,201 pine street northwest
155,Address2,
155,Address3,
155,City,hartselle
155,State,al
155,ZipCode,35640
155,CountyName,morgan
155,PhoneNumber,2567736511
155,HospitalType,acute care hospitals
155,HospitalOwner,proprietary
155,EmergencyService,yes
155,Condition,pneumonia
155,MeasureCode,pn-2
155,MeasureName,pneumonia patients assessed and given pneumococcal vaccination
155,Score,98%
155,Sample,44 patients
155,Stateavg,al_pn-2
156,ProviderNumber,10009
156,HospitalName,hartselle medical center
156,Address1,201 pine street northwest
156,Address2,
156,Address3,
156,City,hartselle
156,State,al
156,ZipCode,35640
156,CountyName,morgan
156,PhoneNumber,2567736511
156,HospitalType,acute care hospitals
156,HospitalOwner,proprietary
156,EmergencyService,yes
156,Condition,pneumonia
156,MeasureCode,pn-3b
156,MeasureName,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics
156,Score,100%
156,Sample,30 patients
156,Stateavg,al_pn-3b
157,ProviderNumber,10009
157,HospitalName,hartselle medical center
157,Address1,201 pine street northwest
157,Address2,
157,Address3,
157,City,hartselle
157,State,al
157,ZipCode,35640
157,CountyName,morgan
157,PhoneNumber,2567736511
157,HospitalType,acute care hospitals
157,HospitalOwner,proprietary
157,EmergencyService,yes
157,Condition,pneumonia
157,MeasureCode,pn-4
157,MeasureName,pneumonia patients given smoking cessation advice/counseling
157,Score,100%
157,Sample,25 patients
157,Stateavg,al_pn-4
158,ProviderNumber,10009
158,HospitalName,hartselle medical center
158,Address1,201 pine street northwest
158,Address2,
158,Address3,
158,City,hartselle
158,State,al
158,ZipCode,35640
158,CountyName,morgan
158,PhoneNumber,2567736511
158,HospitalType,acute care hospitals
158,HospitalOwner,proprietary
158,EmergencyService,yes
158,Condition,pneumonia
158,MeasureCode,pn-5c
158,MeasureName,pneumonia patients given initial antibiotic(s) within 6 hours after arrival
158,Score,98%
158,Sample,51 patients
158,Stateavg,al_pn-5c
159,ProviderNumber,10009
159,HospitalName,hartselle medical center
159,Address1,201 pine street northwest
159,Address2,
159,Address3,
159,City,hartselle
159,State,al
159,ZipCode,35640
159,CountyName,morgan
159,PhoneNumber,2567736511
159,HospitalType,acute care hospitals
159,HospitalOwner,proprietary
159,EmergencyService,yes
159,Condition,pneumonia
159,MeasureCode,pn-6
159,MeasureName,pneumonia patients given the most appropriate initial antibiotic(s)
159,Score,100%
159,Sample,45 patients
159,Stateavg,al_pn-6
160,ProviderNumber,10009
160,HospitalName,hartselle medical center
160,Address1,201 pine street northwest
160,Address2,
160,Address3,
160,City,hartselle
160,State,al
160,ZipCode,35640
160,CountyName,morgan
160,PhoneNumber,2567736511
160,HospitalType,acute care hospitals
160,HospitalOwner,proprietary
160,EmergencyService,yes
160,Condition,pneumonia
160,MeasureCode,pn-7
160,MeasureName,pneumonia patients assessed and given influenza vaccination
160,Score,97%
160,Sample,30 patients
160,Stateavg,al_pn-7
161,ProviderNumber,10009
161,HospitalName,hartselle medical center
161,Address1,201 pine street northwest
161,Address2,
161,Address3,
161,City,hartselle
161,State,al
161,ZipCode,35640
161,CountyName,morgan
161,PhoneNumber,2567736511
161,HospitalType,acute care hospitals
161,HospitalOwner,proprietary
161,EmergencyService,yes
161,Condition,surgical infection prevention
161,MeasureCode,scip-card-2
161,MeasureName,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery
161,Score,67%
161,Sample,3 patients
161,Stateavg,al_scip-card-2
162,ProviderNumber,10009
162,HospitalName,hartselle medical center
162,Address1,201 pine street northwest
162,Address2,
162,Address3,
162,City,hartselle
162,State,al
162,ZipCode,35640
162,CountyName,morgan
162,PhoneNumber,2567736511
162,HospitalType,acute care hospitals
162,HospitalOwner,proprietary
162,EmergencyService,yes
162,Condition,surgical infection prevention
162,MeasureCode,scip-inf-1
162,MeasureName,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
162,Score,100%
162,Sample,6 patients
162,Stateavg,al_scip-inf-1
163,ProviderNumber,10009
163,HospitalName,hartselle medical center
163,Address1,201 pine street northwest
163,Address2,
163,Address3,
163,City,hartselle
163,State,al
163,ZipCode,35640
163,CountyName,morgan
163,PhoneNumber,2567736511
163,HospitalType,acute care hospitals
163,HospitalOwner,proprietary
163,EmergencyService,yes
163,Condition,surgical infection prevention
163,MeasureCode,scip-inf-2
163,MeasureName,surgery patients who were given the  right kind  of antibiotic to help prevent infection
163,Score,57%
163,Sample,7 patients
163,Stateavg,al_scip-inf-2
164,ProviderNumber,10009
164,HospitalName,hartselle medical center
164,Address1,201 pine street northwest
164,Address2,
164,Address3,
164,City,hartselle
164,State,al
164,ZipCode,35640
164,CountyName,morgan
164,PhoneNumber,2567736511
164,HospitalType,acute care hospitals
164,HospitalOwner,proprietary
164,EmergencyService,yes
164,Condition,surgical infection prevention
164,MeasureCode,scip-inf-3
164,MeasureName,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
164,Score,80%
164,Sample,5 patients
164,Stateavg,al_scip-inf-3
165,ProviderNumber,10009
165,HospitalName,hartselle medical center
165,Address1,201 pine street northwest
165,Address2,
165,Address3,
165,City,hartselle
165,State,al
165,ZipCode,35640
165,CountyName,morgan
165,PhoneNumber,2567736511
165,HospitalType,acute care hospitals
165,HospitalOwner,proprietary
165,EmergencyService,yes
165,Condition,surgical infection prevention
165,MeasureCode,scip-inf-4
165,MeasureName,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
165,Score,
165,Sample,0 patients
165,Stateavg,al_scip-inf-4
166,ProviderNumber,10009
166,HospitalName,hartselle medical center
166,Address1,201 pine street northwest
166,Address2,
166,Address3,
166,City,hartselle
166,State,al
166,ZipCode,35640
166,CountyName,morgan
166,PhoneNumber,2567736511
166,HospitalType,acute care hospitals
166,HospitalOwner,proprietary
166,EmergencyService,yes
166,Condition,surgical infection prevention
166,MeasureCode,scip-inf-6
166,MeasureName,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)
166,Score,100%
166,Sample,11 patients
166,Stateavg,al_scip-inf-6
167,ProviderNumber,10009
167,HospitalName,hartselle medical center
167,Address1,201 pine street northwest
167,Address2,
167,Address3,
167,City,hartselle
167,State,al
167,ZipCode,35640
167,CountyName,morgan
167,PhoneNumber,2567736511
167,HospitalType,acute care hospitals
167,HospitalOwner,proprietary
167,EmergencyService,yes
167,Condition,surgical infection prevention
167,MeasureCode,scip-vte-1
167,MeasureName,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
167,Score,78%
167,Sample,9 patients
167,Stateavg,al_scip-vte-1
168,ProviderNumber,10009
168,HospitalName,hartselle medical center
168,Address1,201 pine street northwest
168,Address2,
168,Address3,
168,City,hartselle
168,State,al
168,ZipCode,35640
168,CountyName,morgan
168,PhoneNumber,2567736511
168,HospitalType,acute care hospitals
168,HospitalOwner,proprietary
168,EmergencyService,yes
168,Condition,surgical infection prevention
168,MeasureCode,scip-vte-2
168,MeasureName,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
168,Score,78%
168,Sample,9 patients
168,Stateavg,al_scip-vte-2
169,ProviderNumber,10010
169,HospitalName,marshall medical center north
169,Address1,8000 alabama highway 69
169,Address2,
169,Address3,
169,City,guntersville
169,State,al
169,ZipCode,35976
169,CountyName,marshall
169,PhoneNumber,2565718000
169,HospitalType,acute care hospitals
169,HospitalOwner,government - hospital district or authority
169,EmergencyService,yes
169,Condition,heart attack
169,MeasureCode,ami-1
169,MeasureName,heart attack patients given aspirin at arrival
169,Score,100%
169,Sample,8 patients
169,Stateavg,al_ami-1
170,ProviderNumber,10010
170,HospitalName,marshall medical center north
170,Address1,8000 alabama highway 69
170,Address2,
170,Address3,
170,City,guntersville
170,State,al
170,ZipCode,35976
170,CountyName,marshall
170,PhoneNumber,2565718000
170,HospitalType,acute care hospitals
170,HospitalOwner,government - hospital district or authority
170,EmergencyService,yes
170,Condition,heart attack
170,MeasureCode,ami-2
170,MeasureName,heart attack patients given aspirin at discharge
170,Score,100%
170,Sample,6 patients
170,Stateavg,al_ami-2
171,ProviderNumber,10010
171,HospitalName,marshall medical center north
171,Address1,8000 alabama highway 69
171,Address2,
171,Address3,
171,City,guntersville
171,State,al
171,ZipCode,35976
171,CountyName,marshall
171,PhoneNumber,2565718000
171,HospitalType,acute care hospitals
171,HospitalOwner,government - hospital district or authority
171,EmergencyService,yes
171,Condition,heart attack
171,MeasureCode,ami-3
171,MeasureName,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)
171,Score,50%
171,Sample,2 patients
171,Stateavg,al_ami-3
172,ProviderNumber,10010
172,HospitalName,marshall medical center north
172,Address1,8000 alabama highway 69
172,Address2,
172,Address3,
172,City,guntersville
172,State,al
172,ZipCode,35976
172,CountyName,marshall
172,PhoneNumber,2565718000
172,HospitalType,acute care hospitals
172,HospitalOwner,government - hospital district or authority
172,EmergencyService,yes
172,Condition,heart attack
172,MeasureCode,ami-4
172,MeasureName,heart attack patients given smoking cessation advice/counseling
172,Score,100%
172,Sample,2 patients
172,Stateavg,al_ami-4
173,ProviderNumber,10010
173,HospitalName,marshall medical center north
173,Address1,8000 alabama highway 69
173,Address2,
173,Address3,
173,City,guntersville
173,State,al
173,ZipCode,35976
173,CountyName,marshall
173,PhoneNumber,2565718000
173,HospitalType,acute care hospitals
173,HospitalOwner,government - hospital district or authority
173,EmergencyService,yes
173,Condition,heart attack
173,MeasureCode,ami-5
173,MeasureName,heart attack patients given beta blocker at discharge
173,Score,83%
173,Sample,6 patients
173,Stateavg,al_ami-5
174,ProviderNumber,10010
174,HospitalName,marshall medical center north
174,Address1,8000 alabama highway 69
174,Address2,
174,Address3,
174,City,guntersville
174,State,al
174,ZipCode,35976
174,CountyName,marshall
174,PhoneNumber,2565718000
174,HospitalType,acute care hospitals
174,HospitalOwner,government - hospital district or authority
174,EmergencyService,yes
174,Condition,heart attack
174,MeasureCode,ami-7a
174,MeasureName,heart attack patients given fibrinolytic medication within 30 minutes of arrival
174,Score,
174,Sample,0 patients
174,Stateavg,al_ami-7a
175,ProviderNumber,10010
175,HospitalName,marshall medical center north
175,Address1,8000 alabama highway 69
175,Address2,
175,Address3,
175,City,guntersville
175,State,al
175,ZipCode,35976
175,CountyName,marshall
175,PhoneNumber,2565718000
175,HospitalType,acute care hospitals
175,HospitalOwner,government - hospital district or authority
175,EmergencyService,yes
175,Condition,heart attack
175,MeasureCode,ami-8a
175,MeasureName,heart attack patients given pci within 90 minutes of arrival
175,Score,
175,Sample,0 patients
175,Stateavg,al_ami-8a
176,ProviderNumber,10010
176,HospitalName,marshall medical center north
176,Address1,8000 alabama highway 69
176,Address2,
176,Address3,
176,City,guntersville
176,State,al
176,ZipCode,35976
176,CountyName,marshall
176,PhoneNumber,2565718000
176,HospitalType,acute care hospitals
176,HospitalOwner,government - hospital district or authority
176,EmergencyService,yes
176,Condition,heart failure
176,MeasureCode,hf-1
176,MeasureName,heart failure patients given discharge instructions
176,Score,93%
176,Sample,55 patients
176,Stateavg,al_hf-1
177,ProviderNumber,10010
177,HospitalName,marshall medical center north
177,Address1,8000 alabama highway 69
177,Address2,
177,Address3,
177,City,guntersville
177,State,al
177,ZipCode,35976
177,CountyName,marshall
177,PhoneNumber,2565718000
177,HospitalType,acute care hospitals
177,HospitalOwner,government - hospital district or authority
177,EmergencyService,yes
177,Condition,heart failure
177,MeasureCode,hf-2
177,MeasureName,heart failure patients given an evaluation of left ventricular systolic (lvs) function
177,Score,84%
177,Sample,80 patients
177,Stateavg,al_hf-2
178,ProviderNumber,10010
178,HospitalName,marshall medical center north
178,Address1,8000 alabama highway 69
178,Address2,
178,Address3,
178,City,guntersville
178,State,al
178,ZipCode,35976
178,CountyName,marshall
178,PhoneNumber,2565718000
178,HospitalType,acute care hospitals
178,HospitalOwner,government - hospital district or authority
178,EmergencyService,yes
178,Condition,heart failure
178,MeasureCode,hf-3
178,MeasureName,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)
178,Score,78%
178,Sample,27 patients
178,Stateavg,al_hf-3
179,ProviderNumber,10010
179,HospitalName,marshall medical center north
179,Address1,8000 alabama highway 69
179,Address2,
179,Address3,
179,City,guntersville
179,State,al
179,ZipCode,35976
179,CountyName,marshall
179,PhoneNumber,2565718000
179,HospitalType,acute care hospitals
179,HospitalOwner,government - hospital district or authority
179,EmergencyService,yes
179,Condition,heart failure
179,MeasureCode,hf-4
179,MeasureName,heart failure patients given smoking cessation advice/counseling
179,Score,100%
179,Sample,10 patients
179,Stateavg,al_hf-4
180,ProviderNumber,10010
180,HospitalName,marshall medical center north
180,Address1,8000 alabama highway 69
180,Address2,
180,Address3,
